Student_ID,Machine_learning,Data_mining,Cyber_security,Software_engineering,Research_methodology,Blockchain,Total_Score,Percentage,Class
RP09393,59,56,54,56,59,51,335,55.833333333333336,Lower Class
RP12306,66,64,69,64,67,65,395,65.83333333333333,Second Class
RP07515,44,46,43,42,45,42,262,43.666666666666664,Pass Class
RP08461,52,59,51,55,55,50,322,53.666666666666664,Lower Class
RP02597,27,21,39,9,14,28,138,23.0,Fail
RP09329,56,54,56,59,56,56,337,56.166666666666664,Lower Class
RP19690,85,71,74,81,90,72,473,78.83333333333333,First Class
RP00159,37,11,3,12,24,17,104,17.333333333333336,Fail
RP13714,60,68,64,66,64,66,388,64.66666666666666,Second Class
RP02453,33,28,10,5,0,11,87,14.499999999999998,Fail
RP08538,57,54,50,58,53,56,328,54.666666666666664,Lower Class
RP01238,7,30,38,39,23,30,167,27.833333333333332,Fail
RP18022,100,78,76,77,98,70,499,83.16666666666667,First Class
RP19563,86,91,94,96,75,90,532,88.66666666666667,First Class
RP16284,90,79,80,86,91,98,524,87.33333333333333,First Class
RP02061,0,1,38,21,15,32,107,17.833333333333336,Fail
RP00882,11,34,10,11,33,35,134,22.333333333333332,Fail
RP05872,43,46,42,43,42,46,262,43.666666666666664,Pass Class
RP03308,25,21,22,23,28,1,120,20.0,Fail
RP17167,97,76,71,84,77,89,494,82.33333333333334,First Class
RP19251,83,98,70,73,90,87,501,83.5,First Class
RP07548,40,44,42,44,47,49,266,44.333333333333336,Pass Class
RP04960,46,44,41,40,46,47,264,44.0,Pass Class
RP07051,46,45,40,49,42,48,270,45.0,Pass Class
RP14857,61,67,68,69,60,66,391,65.16666666666666,Second Class
RP00134,12,17,0,12,20,36,97,16.166666666666664,Fail
RP08422,51,59,54,54,58,57,333,55.50000000000001,Lower Class
RP06763,48,48,47,47,49,47,286,47.66666666666667,Pass Class
RP15548,60,64,63,61,61,63,372,62.0,Second Class
RP08562,56,54,53,52,59,53,327,54.50000000000001,Lower Class
RP04803,47,43,48,46,46,43,273,45.5,Pass Class
RP07713,41,47,40,41,42,41,252,42.0,Pass Class
RP06300,46,48,48,49,43,45,279,46.5,Pass Class
RP15244,67,65,67,60,69,66,394,65.66666666666666,Second Class
RP12415,63,66,61,64,69,62,385,64.16666666666667,Second Class
RP18132,82,72,93,80,80,98,505,84.16666666666667,First Class
RP06506,47,42,48,40,46,41,264,44.0,Pass Class
RP00409,31,6,33,35,3,18,126,21.0,Fail
RP10055,53,50,54,54,56,51,318,53.0,Lower Class
RP08047,58,52,59,58,59,57,343,57.166666666666664,Lower Class
RP08019,50,59,52,52,53,50,316,52.666666666666664,Lower Class
RP15994,66,64,68,66,60,68,392,65.33333333333333,Second Class
RP02059,31,17,9,39,21,28,145,24.166666666666668,Fail
RP16105,73,92,95,94,72,100,526,87.66666666666667,First Class
RP12961,69,62,60,69,64,61,385,64.16666666666667,Second Class
RP09239,51,52,54,57,53,59,326,54.333333333333336,Lower Class
RP05099,40,49,46,41,45,41,262,43.666666666666664,Pass Class
RP16664,83,78,80,83,87,81,492,82.0,First Class
RP07076,45,40,44,45,42,42,258,43.0,Pass Class
RP08248,55,51,56,58,52,55,327,54.50000000000001,Lower Class
RP02765,4,18,29,0,18,27,96,16.0,Fail
RP09787,54,57,54,58,55,56,334,55.666666666666664,Lower Class
RP06340,47,43,40,41,49,42,262,43.666666666666664,Pass Class
RP06499,48,49,46,44,43,40,270,45.0,Pass Class
RP14905,68,65,62,67,66,67,395,65.83333333333333,Second Class
RP05822,44,42,47,46,49,45,273,45.5,Pass Class
RP15284,63,63,63,64,66,62,381,63.5,Second Class
RP04717,47,46,40,48,45,42,268,44.666666666666664,Pass Class
RP05046,42,45,46,40,46,42,261,43.5,Pass Class
RP02216,3,3,0,2,11,1,20,3.3333333333333335,Fail
RP08966,51,56,53,57,53,50,320,53.333333333333336,Lower Class
RP06995,47,48,44,45,44,43,271,45.166666666666664,Pass Class
RP17423,93,94,100,92,86,80,545,90.83333333333333,First Class
RP16669,77,86,86,83,74,84,490,81.66666666666667,First Class
RP03046,16,27,4,19,32,25,123,20.5,Fail
RP15692,62,67,60,63,62,60,374,62.33333333333333,Second Class
RP01483,27,15,19,19,11,22,113,18.833333333333332,Fail
RP10667,56,52,55,55,55,51,324,54.0,Lower Class
RP05043,44,48,47,41,48,41,269,44.83333333333333,Pass Class
RP12557,63,67,68,66,67,60,391,65.16666666666666,Second Class
RP02944,28,38,0,2,26,22,116,19.333333333333332,Fail
RP18601,78,71,78,71,92,78,468,78.0,First Class
RP14231,63,66,67,64,60,66,386,64.33333333333333,Second Class
RP06633,41,46,49,45,46,40,267,44.5,Pass Class
RP07722,41,46,42,43,47,42,261,43.5,Pass Class
RP05445,42,49,47,47,48,47,280,46.666666666666664,Pass Class
RP17522,78,84,99,80,83,90,514,85.66666666666667,First Class
RP11878,57,59,56,51,52,58,333,55.50000000000001,Lower Class
RP19254,79,86,80,79,88,86,498,83.0,First Class
RP13409,67,65,62,69,63,60,386,64.33333333333333,Second Class
RP19781,90,80,84,89,82,81,506,84.33333333333334,First Class
RP18784,94,91,85,84,94,90,538,89.66666666666666,First Class
RP11215,55,57,59,50,50,54,325,54.166666666666664,Lower Class
RP00370,4,15,18,39,11,7,94,15.666666666666668,Fail
RP03694,27,30,7,26,39,27,156,26.0,Fail
RP02549,29,27,3,10,18,2,89,14.833333333333334,Fail
RP13675,62,62,68,67,66,66,391,65.16666666666666,Second Class
RP00643,4,14,19,28,14,0,79,13.166666666666666,Fail
RP15146,64,60,62,66,66,60,378,63.0,Second Class
RP12163,68,62,60,66,62,66,384,64.0,Second Class
RP03470,19,26,39,25,19,10,138,23.0,Fail
RP15061,60,65,69,68,67,61,390,65.0,Second Class
RP12460,64,62,61,68,60,61,376,62.66666666666667,Second Class
RP13288,66,61,63,65,67,61,383,63.83333333333333,Second Class
RP16871,85,92,70,76,96,92,511,85.16666666666667,First Class
RP08884,53,52,52,53,53,53,316,52.666666666666664,Lower Class
RP04065,45,40,47,43,44,42,261,43.5,Pass Class
RP04782,41,43,44,43,49,43,263,43.833333333333336,Pass Class
RP01859,33,13,0,5,4,39,94,15.666666666666668,Fail
RP10734,56,54,52,57,53,58,330,55.00000000000001,Lower Class
RP06580,47,49,49,43,42,42,272,45.33333333333333,Pass Class
RP07736,40,45,44,44,40,48,261,43.5,Pass Class
RP13263,65,63,65,65,69,63,390,65.0,Second Class
RP04344,48,43,44,40,43,43,261,43.5,Pass Class
RP18663,85,73,83,95,99,85,520,86.66666666666667,First Class
RP08782,58,56,53,56,54,58,335,55.833333333333336,Lower Class
RP13839,60,64,65,66,60,63,378,63.0,Second Class
RP03356,25,36,3,15,10,38,127,21.166666666666668,Fail
RP00522,33,36,20,31,14,18,152,25.333333333333336,Fail
RP04031,41,45,47,42,46,42,263,43.833333333333336,Pass Class
RP19419,100,78,76,93,81,89,517,86.16666666666667,First Class
RP17445,85,75,94,85,72,95,506,84.33333333333334,First Class
RP19441,100,77,98,89,87,100,551,91.83333333333333,First Class
RP14409,68,62,69,62,64,65,390,65.0,Second Class
RP07257,44,49,48,45,43,49,278,46.33333333333333,Pass Class
RP18393,87,84,72,96,93,74,506,84.33333333333334,First Class
RP13279,69,69,62,69,66,61,396,66.0,Second Class
RP09251,54,57,54,54,56,51,326,54.333333333333336,Lower Class
RP05701,42,42,42,46,40,48,260,43.333333333333336,Pass Class
RP16070,97,76,86,91,97,87,534,89.0,First Class
RP09543,51,54,53,59,57,52,326,54.333333333333336,Lower Class
RP16929,76,87,78,100,83,70,494,82.33333333333334,First Class
RP05438,43,47,45,48,47,49,279,46.5,Pass Class
RP04745,43,47,45,42,42,41,260,43.333333333333336,Pass Class
RP01058,26,26,6,28,22,39,147,24.5,Fail
RP18986,82,91,71,83,94,83,504,84.0,First Class
RP07959,46,44,43,48,42,48,271,45.166666666666664,Pass Class
RP10954,57,59,57,58,56,54,341,56.833333333333336,Lower Class
RP14275,64,62,66,61,63,62,378,63.0,Second Class
RP00873,11,7,15,34,22,32,121,20.166666666666664,Fail
RP11747,55,59,59,57,54,59,343,57.166666666666664,Lower Class
RP09040,51,58,56,56,58,57,336,56.00000000000001,Lower Class
RP16066,98,70,93,74,94,92,521,86.83333333333333,First Class
RP12604,67,60,65,63,66,65,386,64.33333333333333,Second Class
RP04016,40,47,44,46,47,43,267,44.5,Pass Class
RP17543,92,78,88,91,76,77,502,83.66666666666667,First Class
RP04232,41,42,46,45,40,48,262,43.666666666666664,Pass Class
RP12302,69,62,68,60,64,64,387,64.5,Second Class
RP00307,37,12,8,22,17,3,99,16.5,Fail
RP16842,97,75,95,80,94,72,513,85.5,First Class
RP17699,87,73,74,81,80,88,483,80.5,First Class
RP03493,19,19,17,17,29,7,108,18.0,Fail
RP10521,53,54,59,58,54,55,333,55.50000000000001,Lower Class
RP05140,47,48,41,43,41,40,260,43.333333333333336,Pass Class
RP11040,50,56,50,51,52,57,316,52.666666666666664,Lower Class
RP12972,65,68,66,66,67,65,397,66.16666666666666,Second Class
RP19183,78,98,77,89,89,93,524,87.33333333333333,First Class
RP05182,43,45,48,48,47,42,273,45.5,Pass Class
RP11362,54,51,58,50,55,53,321,53.5,Lower Class
RP11485,58,50,58,52,53,51,322,53.666666666666664,Lower Class
RP01925,33,9,39,21,12,8,122,20.333333333333332,Fail
RP18106,93,73,87,86,70,75,484,80.66666666666666,First Class
RP09536,58,56,51,55,51,57,328,54.666666666666664,Lower Class
RP13875,66,62,61,65,60,62,376,62.66666666666667,Second Class
RP13596,69,64,63,68,69,62,395,65.83333333333333,Second Class
RP16265,73,90,96,100,93,96,548,91.33333333333333,First Class
RP06209,46,43,41,43,44,44,261,43.5,Pass Class
RP01352,19,17,26,33,12,33,140,23.333333333333332,Fail
RP15694,61,67,64,69,67,61,389,64.83333333333333,Second Class
RP12691,68,65,69,67,67,63,399,66.5,Second Class
RP09599,54,54,50,51,55,55,319,53.166666666666664,Lower Class
RP05162,49,41,40,41,45,48,264,44.0,Pass Class
RP13188,63,62,61,60,66,65,377,62.83333333333333,Second Class
RP00867,37,37,22,38,17,16,167,27.833333333333332,Fail
RP13057,64,60,62,63,65,69,383,63.83333333333333,Second Class
RP03345,35,29,36,4,26,39,169,28.166666666666668,Fail
RP08196,53,59,51,52,56,50,321,53.5,Lower Class
RP04302,45,49,47,41,41,48,271,45.166666666666664,Pass Class
RP09732,58,57,51,58,52,58,334,55.666666666666664,Lower Class
RP03534,10,35,8,29,17,30,129,21.5,Fail
RP02450,29,19,22,10,12,5,97,16.166666666666664,Fail
RP07622,42,40,46,43,45,44,260,43.333333333333336,Pass Class
RP18301,76,92,77,77,97,97,516,86.0,First Class
RP01186,1,31,37,19,21,37,146,24.333333333333336,Fail
RP04901,46,49,41,46,45,45,272,45.33333333333333,Pass Class
RP16962,83,74,80,83,76,93,489,81.5,First Class
RP05937,41,42,46,47,47,48,271,45.166666666666664,Pass Class
RP02265,2,28,26,23,5,25,109,18.166666666666668,Fail
RP00261,11,10,9,36,22,18,106,17.666666666666668,Fail
RP17798,88,71,70,89,85,95,498,83.0,First Class
RP18502,93,93,80,96,72,86,520,86.66666666666667,First Class
RP03915,33,39,16,11,33,16,148,24.666666666666668,Fail
RP17685,92,71,73,82,89,95,502,83.66666666666667,First Class
RP01092,27,28,22,28,22,32,159,26.5,Fail
RP17018,86,96,93,89,86,77,527,87.83333333333333,First Class
RP06932,47,47,41,40,44,43,262,43.666666666666664,Pass Class
RP04650,47,40,48,49,48,44,276,46.0,Pass Class
RP02210,20,23,14,8,15,27,107,17.833333333333336,Fail
RP14384,63,68,62,68,69,60,390,65.0,Second Class
RP16303,74,79,99,79,80,97,508,84.66666666666667,First Class
RP09839,57,50,58,58,58,54,335,55.833333333333336,Lower Class
RP07143,48,40,41,48,43,49,269,44.83333333333333,Pass Class
RP00834,27,19,7,1,25,27,106,17.666666666666668,Fail
RP11514,54,50,57,50,57,55,323,53.833333333333336,Lower Class
RP10886,53,50,53,58,51,55,320,53.333333333333336,Lower Class
RP15817,69,68,68,65,65,63,398,66.33333333333333,Second Class
RP19546,95,71,97,72,76,95,506,84.33333333333334,First Class
RP10460,51,56,50,55,51,56,319,53.166666666666664,Lower Class
RP08257,50,55,55,50,54,59,323,53.833333333333336,Lower Class
RP00899,19,34,7,6,32,32,130,21.666666666666668,Fail
RP12511,66,60,63,62,69,60,380,63.33333333333333,Second Class
RP05272,48,49,49,40,44,47,277,46.166666666666664,Pass Class
RP00533,26,7,29,7,9,32,110,18.333333333333332,Fail
RP02418,20,20,11,34,14,24,123,20.5,Fail
RP18754,73,74,96,81,84,91,499,83.16666666666667,First Class
RP04677,45,47,40,47,40,43,262,43.666666666666664,Pass Class
RP02922,6,26,33,15,29,16,125,20.833333333333336,Fail
RP13710,61,67,68,63,65,67,391,65.16666666666666,Second Class
RP02250,3,21,30,18,4,27,103,17.166666666666668,Fail
RP18188,95,89,98,81,87,74,524,87.33333333333333,First Class
RP05480,43,49,49,44,45,43,273,45.5,Pass Class
RP03474,13,29,38,6,26,7,119,19.833333333333332,Fail
RP15480,66,60,64,62,63,64,379,63.16666666666667,Second Class
RP10457,54,54,55,51,50,53,317,52.83333333333333,Lower Class
RP08378,52,59,59,53,55,55,333,55.50000000000001,Lower Class
RP10589,58,59,52,56,55,55,335,55.833333333333336,Lower Class
RP01719,4,2,14,0,16,12,48,8.0,Fail
RP10606,56,51,53,50,53,51,314,52.33333333333333,Lower Class
RP05803,41,42,45,43,46,49,266,44.333333333333336,Pass Class
RP04193,47,44,41,49,43,42,266,44.333333333333336,Pass Class
RP02460,38,38,17,17,16,14,140,23.333333333333332,Fail
RP05294,49,47,42,40,49,44,271,45.166666666666664,Pass Class
RP06794,48,44,45,46,45,47,275,45.83333333333333,Pass Class
RP11322,52,57,53,55,54,58,329,54.833333333333336,Lower Class
RP00430,30,13,10,18,38,22,131,21.833333333333332,Fail
RP02967,38,12,34,7,3,7,101,16.833333333333332,Fail
RP17830,93,100,77,91,78,100,539,89.83333333333333,First Class
RP17701,92,71,88,74,77,88,490,81.66666666666667,First Class
RP02116,35,25,38,38,16,29,181,30.166666666666668,Fail
RP09321,55,52,52,59,59,53,330,55.00000000000001,Lower Class
RP09502,56,57,52,50,55,55,325,54.166666666666664,Lower Class
RP17116,100,76,72,98,74,90,510,85.0,First Class
RP13062,64,63,65,62,65,66,385,64.16666666666667,Second Class
RP19332,71,100,84,90,83,89,517,86.16666666666667,First Class
RP09101,52,54,56,56,55,55,328,54.666666666666664,Lower Class
RP11651,51,56,54,58,56,54,329,54.833333333333336,Lower Class
RP16955,96,84,85,93,100,70,528,88.0,First Class
RP03339,13,37,36,4,39,25,154,25.666666666666664,Fail
RP10076,57,56,52,54,54,56,329,54.833333333333336,Lower Class
RP07334,44,44,42,44,40,43,257,42.833333333333336,Pass Class
RP03009,33,28,8,20,8,30,127,21.166666666666668,Fail
RP18139,79,74,82,90,79,96,500,83.33333333333334,First Class
RP14131,65,64,62,61,69,60,381,63.5,Second Class
RP17670,71,90,81,75,76,89,482,80.33333333333333,First Class
RP11934,53,58,52,51,51,55,320,53.333333333333336,Lower Class
RP06622,45,49,45,48,48,44,279,46.5,Pass Class
RP05854,42,46,47,40,46,48,269,44.83333333333333,Pass Class
RP17794,97,86,74,90,70,95,512,85.33333333333334,First Class
RP17856,71,99,73,98,87,96,524,87.33333333333333,First Class
RP07935,43,45,48,45,42,43,266,44.333333333333336,Pass Class
RP03692,16,13,24,38,16,12,119,19.833333333333332,Fail
RP11637,55,54,56,51,56,52,324,54.0,Lower Class
RP05768,48,43,40,45,46,44,266,44.333333333333336,Pass Class
RP09858,55,54,58,51,50,54,322,53.666666666666664,Lower Class
RP18522,91,89,77,81,99,99,536,89.33333333333333,First Class
RP04396,40,42,46,41,47,40,256,42.66666666666667,Pass Class
RP06206,47,43,43,40,43,45,261,43.5,Pass Class
RP02904,7,14,24,28,18,5,96,16.0,Fail
RP01840,19,7,17,5,24,22,94,15.666666666666668,Fail
RP11244,57,59,56,51,59,57,339,56.49999999999999,Lower Class
RP08897,55,53,57,57,54,53,329,54.833333333333336,Lower Class
RP17980,96,76,78,72,79,89,490,81.66666666666667,First Class
RP13359,62,62,64,66,62,60,376,62.66666666666667,Second Class
RP10544,58,58,53,57,54,50,330,55.00000000000001,Lower Class
RP06759,43,47,41,41,42,43,257,42.833333333333336,Pass Class
RP14019,62,65,65,63,65,69,389,64.83333333333333,Second Class
RP15335,65,63,61,66,61,69,385,64.16666666666667,Second Class
RP06578,40,42,45,43,44,49,263,43.833333333333336,Pass Class
RP13102,63,62,64,61,61,64,375,62.5,Second Class
RP17627,76,71,84,71,99,97,498,83.0,First Class
RP00621,25,23,30,39,0,39,156,26.0,Fail
RP01657,23,1,24,24,22,25,119,19.833333333333332,Fail
RP02629,3,2,26,14,31,11,87,14.499999999999998,Fail
RP16788,86,86,76,74,98,74,494,82.33333333333334,First Class
RP17680,100,92,77,89,81,91,530,88.33333333333333,First Class
RP06509,48,48,43,47,41,41,268,44.666666666666664,Pass Class
RP12647,67,68,66,64,64,63,392,65.33333333333333,Second Class
RP14086,69,68,69,66,66,62,400,66.66666666666666,Second Class
RP18317,97,86,100,91,88,71,533,88.83333333333333,First Class
RP02000,37,32,2,34,14,32,151,25.166666666666664,Fail
RP18047,72,82,83,70,95,93,495,82.5,First Class
RP01687,39,24,20,2,22,6,113,18.833333333333332,Fail
RP03882,7,24,5,23,8,7,74,12.333333333333334,Fail
RP05287,41,47,43,49,40,43,263,43.833333333333336,Pass Class
RP06243,46,47,49,42,44,44,272,45.33333333333333,Pass Class
RP07519,41,40,48,43,44,46,262,43.666666666666664,Pass Class
RP13331,66,69,68,63,61,64,391,65.16666666666666,Second Class
RP15654,68,68,69,68,60,66,399,66.5,Second Class
RP04216,47,48,46,41,46,43,271,45.166666666666664,Pass Class
RP13893,67,69,67,65,69,68,405,67.5,Second Class
RP06596,45,43,48,43,48,49,276,46.0,Pass Class
RP13586,68,64,65,61,63,66,387,64.5,Second Class
RP16678,72,83,93,73,85,85,491,81.83333333333334,First Class
RP08292,55,54,53,59,57,58,336,56.00000000000001,Lower Class
RP03323,3,14,26,24,31,7,105,17.5,Fail
RP07225,42,42,48,41,41,43,257,42.833333333333336,Pass Class
RP01724,35,13,25,28,33,25,159,26.5,Fail
RP05748,42,46,44,41,40,46,259,43.166666666666664,Pass Class
RP06105,41,45,41,42,47,40,256,42.66666666666667,Pass Class
RP16536,81,82,86,99,97,78,523,87.16666666666667,First Class
RP19197,99,87,98,78,86,79,527,87.83333333333333,First Class
RP02408,17,7,6,20,31,5,86,14.333333333333334,Fail
RP12222,68,68,64,66,69,62,397,66.16666666666666,Second Class
RP03466,23,17,7,2,16,15,80,13.333333333333334,Fail
RP08150,59,59,59,58,57,59,351,58.5,Lower Class
RP09572,51,55,51,57,56,52,322,53.666666666666664,Lower Class
RP12006,62,65,60,60,62,65,374,62.33333333333333,Second Class
RP02172,8,30,8,5,0,18,69,11.5,Fail
RP16013,73,95,89,80,93,97,527,87.83333333333333,First Class
RP07832,44,49,46,41,42,40,262,43.666666666666664,Pass Class
RP03605,28,12,1,28,26,4,99,16.5,Fail
RP08727,53,56,59,56,51,55,330,55.00000000000001,Lower Class
RP18329,86,74,100,86,82,92,520,86.66666666666667,First Class
RP00444,26,6,17,30,5,19,103,17.166666666666668,Fail
RP03077,31,31,10,15,37,2,126,21.0,Fail
RP19996,93,83,79,72,85,92,504,84.0,First Class
RP15177,65,61,64,68,60,63,381,63.5,Second Class
RP00377,31,26,0,39,0,39,135,22.5,Fail
RP03461,18,27,19,24,32,0,120,20.0,Fail
RP09580,57,55,57,58,50,51,328,54.666666666666664,Lower Class
RP00826,13,2,31,5,15,7,73,12.166666666666668,Fail
RP07471,43,44,40,48,43,48,266,44.333333333333336,Pass Class
RP00705,31,7,17,24,13,0,92,15.333333333333332,Fail
RP18966,83,87,78,91,78,79,496,82.66666666666667,First Class
RP15559,69,67,65,64,65,67,397,66.16666666666666,Second Class
RP04013,44,45,42,45,47,47,270,45.0,Pass Class
RP02656,5,32,27,20,23,33,140,23.333333333333332,Fail
RP05478,48,42,44,48,47,49,278,46.33333333333333,Pass Class
RP04951,48,45,40,47,48,46,274,45.666666666666664,Pass Class
RP08294,54,52,55,53,51,59,324,54.0,Lower Class
RP13266,68,69,64,67,62,60,390,65.0,Second Class
RP11037,59,55,57,50,51,59,331,55.166666666666664,Lower Class
RP10438,50,58,57,53,53,55,326,54.333333333333336,Lower Class
RP05839,41,46,47,42,46,45,267,44.5,Pass Class
RP09253,55,53,51,59,59,55,332,55.333333333333336,Lower Class
RP17679,97,79,93,86,90,86,531,88.5,First Class
RP07600,44,47,40,42,46,44,263,43.833333333333336,Pass Class
RP19096,91,81,77,78,82,83,492,82.0,First Class
RP10813,53,50,53,59,54,50,319,53.166666666666664,Lower Class
RP03443,28,9,15,7,18,14,91,15.166666666666668,Fail
RP05974,40,43,40,42,40,49,254,42.333333333333336,Pass Class
RP09951,54,51,55,52,51,52,315,52.5,Lower Class
RP06821,40,47,44,45,45,47,268,44.666666666666664,Pass Class
RP10039,57,54,52,50,59,51,323,53.833333333333336,Lower Class
RP08699,53,57,52,55,59,58,334,55.666666666666664,Lower Class
RP00209,13,39,9,16,2,31,110,18.333333333333332,Fail
RP02338,36,39,23,0,15,28,141,23.5,Fail
RP15777,62,68,69,62,69,65,395,65.83333333333333,Second Class
RP04873,43,43,46,47,45,44,268,44.666666666666664,Pass Class
RP03067,10,11,29,19,18,6,93,15.5,Fail
RP16890,99,75,89,85,70,94,512,85.33333333333334,First Class
RP11538,53,55,56,57,55,51,327,54.50000000000001,Lower Class
RP05622,46,41,42,48,49,44,270,45.0,Pass Class
RP04802,43,47,42,49,42,48,271,45.166666666666664,Pass Class
RP03910,39,27,19,28,4,7,124,20.666666666666668,Fail
RP13377,66,61,63,62,66,62,380,63.33333333333333,Second Class
RP07528,44,48,48,49,46,48,283,47.16666666666667,Pass Class
RP15723,60,63,61,65,65,67,381,63.5,Second Class
RP17894,100,93,81,77,81,77,509,84.83333333333334,First Class
RP14150,61,68,64,60,64,60,377,62.83333333333333,Second Class
RP00704,21,6,4,20,33,21,105,17.5,Fail
RP08866,51,54,50,56,53,53,317,52.83333333333333,Lower Class
RP05173,42,45,41,45,44,42,259,43.166666666666664,Pass Class
RP01935,27,30,29,22,24,20,152,25.333333333333336,Fail
RP18741,72,80,90,99,100,83,524,87.33333333333333,First Class
RP18457,75,100,71,89,83,75,493,82.16666666666667,First Class
RP04695,46,43,46,43,48,47,273,45.5,Pass Class
RP05166,49,46,40,47,41,43,266,44.333333333333336,Pass Class
RP13466,65,61,69,64,65,65,389,64.83333333333333,Second Class
RP05527,42,44,43,40,43,47,259,43.166666666666664,Pass Class
RP10501,54,55,51,58,56,55,329,54.833333333333336,Lower Class
RP14188,68,63,62,66,68,66,393,65.5,Second Class
RP02805,14,25,25,11,11,3,89,14.833333333333334,Fail
RP13727,62,60,63,60,68,60,373,62.16666666666667,Second Class
RP02703,30,10,38,33,7,24,142,23.666666666666668,Fail
RP15972,68,68,63,69,69,68,405,67.5,Second Class
RP12974,68,64,64,62,68,61,387,64.5,Second Class
RP00462,14,39,19,38,26,1,137,22.833333333333332,Fail
RP13915,62,60,64,67,69,67,389,64.83333333333333,Second Class
RP00754,28,17,39,27,21,39,171,28.499999999999996,Fail
RP08157,50,54,58,56,51,51,320,53.333333333333336,Lower Class
RP11901,58,55,55,59,50,53,330,55.00000000000001,Lower Class
RP15406,69,62,64,62,68,65,390,65.0,Second Class
RP14954,63,63,65,67,65,68,391,65.16666666666666,Second Class
RP08014,58,52,54,53,53,53,323,53.833333333333336,Lower Class
RP04130,42,45,47,47,45,47,273,45.5,Pass Class
RP01050,2,28,5,34,11,7,87,14.499999999999998,Fail
RP14790,68,61,68,69,65,69,400,66.66666666666666,Second Class
RP17636,74,90,79,79,87,80,489,81.5,First Class
RP10514,51,50,54,56,55,55,321,53.5,Lower Class
RP14356,64,63,63,62,66,68,386,64.33333333333333,Second Class
RP12545,64,66,67,69,60,63,389,64.83333333333333,Second Class
RP19649,78,81,85,81,83,93,501,83.5,First Class
RP17690,86,90,94,88,82,95,535,89.16666666666667,First Class
RP19515,82,93,88,78,93,85,519,86.5,First Class
RP14436,64,60,63,61,64,64,376,62.66666666666667,Second Class
RP05826,46,46,47,47,40,46,272,45.33333333333333,Pass Class
RP10534,50,59,50,52,50,50,311,51.83333333333333,Lower Class
RP10825,58,59,50,57,51,57,332,55.333333333333336,Lower Class
RP07829,47,44,45,45,47,42,270,45.0,Pass Class
RP18767,79,81,79,89,90,92,510,85.0,First Class
RP09989,58,53,57,57,53,54,332,55.333333333333336,Lower Class
RP19835,80,81,77,80,71,99,488,81.33333333333333,First Class
RP17342,82,90,94,90,73,92,521,86.83333333333333,First Class
RP04618,45,44,46,42,47,43,267,44.5,Pass Class
RP09277,51,50,51,58,50,58,318,53.0,Lower Class
RP00909,17,6,10,29,33,31,126,21.0,Fail
RP08840,54,51,55,59,55,54,328,54.666666666666664,Lower Class
RP13589,60,66,61,68,62,67,384,64.0,Second Class
RP02294,38,4,38,2,35,26,143,23.833333333333336,Fail
RP08194,51,57,56,56,55,51,326,54.333333333333336,Lower Class
RP01842,18,26,2,11,34,36,127,21.166666666666668,Fail
RP06893,44,49,49,46,44,45,277,46.166666666666664,Pass Class
RP07274,40,49,41,40,44,45,259,43.166666666666664,Pass Class
RP05652,45,48,44,46,48,41,272,45.33333333333333,Pass Class
RP03389,0,4,31,38,33,36,142,23.666666666666668,Fail
RP08747,50,53,52,55,54,54,318,53.0,Lower Class
RP06675,42,42,43,40,42,48,257,42.833333333333336,Pass Class
RP17739,89,99,84,73,84,96,525,87.5,First Class
RP12258,64,64,62,67,67,61,385,64.16666666666667,Second Class
RP04122,47,46,46,49,42,48,278,46.33333333333333,Pass Class
RP19678,89,74,88,84,91,99,525,87.5,First Class
RP01202,39,8,17,37,30,0,131,21.833333333333332,Fail
RP18277,88,81,74,76,78,82,479,79.83333333333333,First Class
RP08918,59,58,56,55,53,54,335,55.833333333333336,Lower Class
RP00112,20,34,36,5,38,24,157,26.166666666666664,Fail
RP18220,84,82,72,99,70,78,485,80.83333333333333,First Class
RP07230,40,47,46,49,44,44,270,45.0,Pass Class
RP01702,35,24,29,33,8,18,147,24.5,Fail
RP05880,44,41,43,49,40,48,265,44.166666666666664,Pass Class
RP12727,63,67,63,60,64,61,378,63.0,Second Class
RP12429,61,66,64,68,68,61,388,64.66666666666666,Second Class
RP17796,79,75,92,70,92,75,483,80.5,First Class
RP10394,54,51,51,55,58,56,325,54.166666666666664,Lower Class
RP09768,53,50,55,56,53,51,318,53.0,Lower Class
RP00979,36,26,31,18,29,12,152,25.333333333333336,Fail
RP16160,82,74,78,88,92,79,493,82.16666666666667,First Class
RP14291,66,65,61,67,65,66,390,65.0,Second Class
RP16635,77,79,97,75,95,72,495,82.5,First Class
RP14679,64,60,69,60,66,63,382,63.66666666666667,Second Class
RP07731,48,44,47,43,41,42,265,44.166666666666664,Pass Class
RP07571,41,46,41,49,42,40,259,43.166666666666664,Pass Class
RP06195,41,42,49,49,42,44,267,44.5,Pass Class
RP15926,69,61,65,61,69,64,389,64.83333333333333,Second Class
RP06551,40,44,49,42,47,45,267,44.5,Pass Class
RP18874,77,77,70,76,91,92,483,80.5,First Class
RP12274,67,63,65,64,68,65,392,65.33333333333333,Second Class
RP09721,50,54,55,58,53,57,327,54.50000000000001,Lower Class
RP04961,42,40,43,47,45,40,257,42.833333333333336,Pass Class
RP19720,81,72,94,99,80,75,501,83.5,First Class
RP06843,43,48,41,40,45,43,260,43.333333333333336,Pass Class
